# [199.82, 244.26, 260.93, 297.04]: Aroyan, H. J.; Katz, D. L. Ind. Eng. Chem., 1951, 43, 185-189  Low Temperature Vapor-Liquid Equilibria in Hydrogen-n-Butane System
# [327.6, 344.18, 360.88, 377.47, 394.17]: Klink, A. E.; Cheh, H. Y.; Amick, E. H. AIChE J., 1975, 21, 1142-8 The vapor-liquid equilibrium of the hydrogen + n-butane system at elevated pressures
#
# T / K | x1 | P / bar
199.82	0.013	23.235
199.82	0.024	55.572
199.82	0.04	99.974
199.82	0.071	193.743
199.82	0.096	281.996
199.82	0.149	482.633
199.82	0.998	23.235
199.82	0.998	55.572
199.82	0.998	99.974
199.82	0.998	193.743
199.82	0.996	281.996
199.82	0.9985	482.633
297.04	0.019	22.408
297.04	0.062	77.911
297.04	0.08	104.456
297.04	0.216	310.264
297.04	0.341	523.312
297.04	0.869	22.408
297.04	0.954	77.911
297.04	0.964	104.456
297.04	0.974	310.264
297.04	0.975	523.312
344.18	0.022	27.783
344.18	0.036	41.766
344.18	0.053	54.969
344.18	0.068	69.296
344.18	0.081	83.461
344.18	0.098	96.786
344.18	0.109	106.28
344.18	0.113	111.01
344.18	0.129	124.64
344.18	0.141	139.81
344.18	0.159	150.84
344.18	0.173	166.53
344.18	0.638	27.783
344.18	0.741	41.766
344.18	0.791	54.969
344.18	0.825	69.296
344.18	0.846	83.461
344.18	0.86	96.786
344.18	0.871	106.28
344.18	0.875	111.01
344.18	0.881	124.64
344.18	0.888	139.81
344.18	0.891	150.84
344.18	0.894	166.53
360.88	0.021	27.925
360.88	0.037	41.168
360.88	0.058	56.175
360.88	0.069	68.09
360.88	0.09	83.188
360.88	0.108	98.68
360.88	0.122	110.85
360.88	0.134	123.56
360.88	0.158	138.47
360.88	0.166	149.97
360.88	0.193	167.88
360.88	0.483	27.925
360.88	0.619	41.168
360.88	0.706	56.175
360.88	0.743	68.09
360.88	0.772	83.188
360.88	0.799	98.68
360.88	0.814	110.85
360.88	0.825	123.56
360.88	0.835	138.47
360.88	0.839	149.97
360.88	0.843	167.88
